,Tweet_ID,Score,Twitt_Text
25000,1290165135391088641,0.2555555555555556,0
25001,1290165437750226944,0.325,0
25002,1290165762095591424,0.06874999999999998,0
25003,1290166184638201857,0.35714285714285715,0
25004,1290166712336171008,0.05000000000000002,0
25005,1290166755831078912,0.15,0
25006,1290166794896859136,0.18,0
25007,1290167423660748802,0.0,0
25008,1290167649658257409,0.325,0
25009,1290167650694213633,0.4333333333333333,0
25010,1290167651734446080,0.4,0
25011,1290167674505506817,-0.037500000000000006,0
25012,1290167971256524800,0.0,0
25013,1290169161709060097,0.1340909090909091,0
25014,1290169530405117954,0.06818181818181818,0
25015,1290169741492068352,0.0,0
25016,1290169852313780224,0.134375,0
25017,1290170027602259968,-0.1625,0
25018,1290170147295002625,0.09523809523809523,0
25019,1290171283846516737,0.2953125,0
25020,1290171383314436096,0.3028409090909091,0
25021,1290171555981529088,0.15416666666666667,0
25022,1290171635316568064,0.4125,0
25023,1290171768917770242,0.25416666666666665,0
25024,1290172729879126016,0.5,0
25025,1290172792147595267,0.7,0
25026,1290172950914584576,0.8,0
25027,1290173291198443520,0.8,0
25028,1290173529502224384,0.375,0
25029,1290173686054400002,0.3583333333333333,0
25030,1290174300192874498,0.0,0
25031,1290174559837020160,0.21944444444444444,0
25032,1290174563989372928,0.675,0
25033,1290175038511955968,0.10000000000000002,0
25034,1290175078756315136,0.06818181818181818,0
25035,1290175295098519552,-0.1083333333333333,0
25036,1290177364995870721,0.5,0
25037,1290177428967559168,-0.2833333333333333,0
25038,1290177774548692992,0.05,0
25039,1290178328062697474,0.17500000000000002,0
25040,1290178939021856769,0.17500000000000002,0
25041,1290179143850590208,0.14545454545454545,0
25042,1290179472247775232,0.334375,0
25043,1290179495144517635,0.018750000000000003,0
25044,1290180686691762181,0.0,0
25045,1290180763367817218,0.0,0
25046,1290180829927231489,0.3181818181818182,0
25047,1290180866346369029,0.06666666666666668,0
25048,1290181586646753281,0.390625,0
25049,1290181992579911680,0.0,0
25050,1290182499075682305,0.2,0
25051,1290182500300410880,0.16666666666666666,0
25052,1290183308538593282,0.2875,0
25053,1290183530618613761,0.4083333333333334,0
25054,1290183730821099522,-0.15833333333333333,0
25055,1290184658374635520,0.0,0
25056,1290184672090226688,0.4,0
25057,1290184898322423809,0.0,0
25058,1290185181379170305,0.14285714285714285,0
25059,1290185221023903744,0.13098958333333333,0
25060,1290185752815341570,0.25,0
25061,1290186346900779010,0.13616161616161615,0
25062,1290186958115807232,0.2,0
25063,1290187160755171328,0.0,0
25064,1290187960747401222,-0.2395833333333333,0
25065,1290188516610019329,-0.08333333333333333,0
25066,1290188629420068864,0.5,0
25067,1290188753466662912,0.32083333333333336,0
25068,1290188959692161029,0.15,0
25069,1290189359744815105,0.20625,0
25070,1290189650955386885,0.1472222222222222,0
25071,1290190192893034496,0.3,0
25072,1290191857180434432,0.0,0
25073,1290191969574981632,-0.13333333333333336,0
25074,1290192066983505921,0.0,0
25075,1290194299704008704,0.21666666666666667,0
25076,1290195617075982338,-0.01821428571428571,0
25077,1290196020177981441,0.0,0
25078,1290196135622057988,0.5,0
25079,1290196432113164289,0.1,0
25080,1290196442590502914,0.1,0
25081,1290196465789280263,0.0,0
25082,1290196589223411714,0.0,0
25083,1290197380495634432,0.15,0
25084,1290197604031135744,0.0,0
25085,1290198307449569280,0.2444444444444445,0
25086,1290199229743472640,0.0,0
25087,1290199533742301189,0.0,0
25088,1290201372428623873,0.0,0
25089,1290201521162817536,0.05,0
25090,1290201926055813120,0.0,0
25091,1290202432274755589,0.5,0
25092,1290202644917649408,0.15000000000000002,0
25093,1290202756595068931,0.2,0
25094,1290203369701687299,0.0,0
25095,1290203869713072130,0.0,0
25096,1290204422933377024,0.0,0
25097,1290204682950934528,0.17750000000000002,0
25098,1290205185420083203,0.0,0
25099,1290205869515276288,0.26666666666666666,0
25100,1290206029846724609,0.0,0
25101,1290206467618824192,0.625,0
25102,1290206687350185984,0.0,0
25103,1290207880566706178,0.6875,0
25104,1290208065527005184,0.5,0
25105,1290208540393500672,0.0,0
25106,1290208551445512195,0.24545454545454545,0
25107,1290209189457997824,0.05625,0
25108,1290209600805810176,0.4333333333333333,0
25109,1290209974740643842,-0.07500000000000001,0
25110,1290210265997479938,0.625,0
25111,1290210312688295938,0.0,0
25112,1290210761373966336,0.0,0
25113,1290210790302072833,1.0,0
25114,1290210798225088512,0.0,0
25115,1290210917683040256,0.2444444444444445,0
25116,1290210992064880640,0.26,0
25117,1290211423323213824,-0.15625,0
25118,1290211707155959810,0.18333333333333326,0
25119,1290212044109762561,0.4333333333333333,0
25120,1290212102691381248,-0.16666666666666666,0
25121,1290212174040883200,-0.375,0
25122,1290212319063023617,0.3333333333333333,0
25123,1290212320216363011,0.24545454545454545,0
25124,1290212320782610432,0.14666666666666667,0
25125,1290212322011566081,0.0,0
25126,1290212324314234880,-0.0625,0
25127,1290212324456820738,0.16666666666666666,0
25128,1290212537695272961,0.15,0
25129,1290212565864214528,0.45,0
25130,1290213263708430336,-0.13333333333333333,0
25131,1290213701518123008,-0.0625,0
25132,1290214465695227904,0.15497835497835502,0
25133,1290214983381528576,0.4800000000000001,0
25134,1290215636107288581,0.5,0
25135,1290215831515717634,0.0,0
25136,1290216174647738368,-0.125,0
25137,1290216402071089154,-0.25176767676767675,0
25138,1290217064997613572,1.0,0
25139,1290217267565740032,0.0,0
25140,1290217863265959936,0.0,0
25141,1290218289331724289,0.25,0
25142,1290218497663016960,0.10833333333333334,0
25143,1290219204185006080,0.18437500000000004,0
25144,1290221127508189187,0.0,0
25145,1290221276263374848,0.2663690476190476,0
25146,1290221356454498304,0.41875,0
25147,1290222367818551298,-0.2,0
25148,1290222988931919873,0.0,0
25149,1290223737988681729,0.1361111111111111,0
25150,1290223805223202817,0.4444444444444445,0
25151,1290223929341042688,-0.1875,0
25152,1290224312742367232,0.4444444444444445,0
25153,1290224765676875776,-0.022222222222222216,0
25154,1290226153882447872,0.4,0
25155,1290226524570845184,-0.6,0
25156,1290226838732591106,-0.012500000000000002,0
25157,1290227208129306626,0.5,0
25158,1290227375251234816,0.3431818181818182,0
25159,1290227545611235334,0.0,0
25160,1290227549029588994,0.0,0
25161,1290227551386755074,0.027272727272727268,0
25162,1290227598212108288,0.3583333333333333,0
25163,1290227811165196290,0.011111111111111113,0
25164,1290227994594693121,-0.01666666666666668,0
25165,1290228016161775617,0.13333333333333333,0
25166,1290228034465722372,0.21875,0
25167,1290228388163014657,0.0,0
25168,1290228497764380672,0.0,0
25169,1290228753256259584,0.6433333333333333,0
