,Tweet_ID,Score,Twitt_Text
115000,1268929210871091206,0.55,0
115001,1268929335588724736,0.09523809523809523,0
115002,1268929625591287811,0.05,0
115003,1268929861663457280,0.225,0
115004,1268930197665001480,0.0,0
115005,1268930504058863617,0.0,0
115006,1268930608870445057,0.13636363636363635,0
115007,1268932298617085960,0.18939393939393934,0
115008,1268932349053431811,0.0,0
115009,1268932349166641153,0.2,0
115010,1268932356183691264,0.13636363636363635,0
115011,1268932949870772225,0.5,0
115012,1268933595583954946,0.3666666666666667,0
115013,1268933700227645443,-0.2625,0
115014,1268934348343922693,0.17045454545454544,0
115015,1268934549309992969,0.22727272727272724,0
115016,1268934626287980544,0.0,0
115017,1268934718176755712,0.0,0
115018,1268934851933073408,0.05151515151515152,0
115019,1268935020489605123,0.1431818181818182,0
115020,1268935048616697856,0.0,0
115021,1268936181808599048,0.0,0
115022,1268936654917697538,0.6,0
115023,1268936728154386433,0.1,0
115024,1268936789596819456,0.0,0
115025,1268936826305286144,-0.3333333333333333,0
115026,1268936886136877057,0.0,0
115027,1268937215943610369,0.0,0
115028,1268937251318304770,1.0,0
115029,1268937653317222405,0.0,0
115030,1268938065092980739,0.31666666666666665,0
115031,1268938733069336578,0.0,0
115032,1268939354329747458,0.0,0
115033,1268939717829169152,0.5121212121212121,0
115034,1268939755544346625,-0.13,0
115035,1268939797948760075,0.2372159090909091,0
115036,1268940124366176256,0.5,0
115037,1268940775448031234,0.5,0
115038,1268940775448031234,0.5,0
115039,1268940932189237250,1.0,0
115040,1268941201610207232,-0.0625,0
115041,1268941455533506560,-0.1,0
115042,1268941536651145216,0.16666666666666666,0
115043,1268941571896074240,0.0,0
115044,1268942015322107910,0.0,0
115045,1268942053951578112,0.2,0
115046,1268942069042688009,0.0,0
115047,1268942205756100610,0.03333333333333333,0
115048,1268942402879918080,0.13,0
115049,1268942569276346374,0.13,0
115050,1268942676210200577,0.0,0
115051,1268942867390771200,-0.095,0
115052,1268943320144916480,0.3111111111111111,0
115053,1268943407659048960,0.2125,0
115054,1268943545362116608,0.2,0
115055,1268944164034695168,0.4464285714285714,0
115056,1268944824717230090,-0.08333333333333333,0
115057,1268945380668030978,0.3790838068181818,0
115058,1268945613942472704,0.06944444444444442,0
115059,1268946559074369536,-0.2333333333333333,0
115060,1268947077410754561,-0.08333333333333333,0
115061,1268947324971044864,0.16666666666666666,0
115062,1268948212221607936,0.3395833333333333,0
115063,1268948299337302021,0.6785714285714286,0
115064,1268948503230849024,0.0,0
115065,1268949557318242305,1.0,0
115066,1268949762788790272,-0.2,0
